REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	A549.H3K27AC.ENCFF714TFN.sorted.bam	A549.INPUT.ENCFF669AUD.sorted.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank	isSuper
11_Peak_85618_lociStitched	chr10	89465377	89487348	11	18628	19740.9435	3031.998	827	SLC16A12-AS1,SLC16A12		SLC16A12-AS1	827	1
Peak_2197	chr1	8089316	8101006	1	11691	18621.001	1917.16	828	AL034417.2	AL034417.1	AL034417.1	828	1
4_Peak_20899_lociStitched	chr6	110943640	110960504	4	16323	18494.7488	1801.0752	829	GTF3C6	AL357515.1,RPF2	GTF3C6	829	1
5_Peak_2485_lociStitched	chr3	149330270	149353097	5	11904	20701.8063	4044.9444	830	AC093001.1,TM4SF18	TM4SF1-AS1,CPHL1P,AC073522.1,TM4SF1,AC108751.4	TM4SF18	830	1
9_Peak_33821_lociStitched	chr15	84908510	84930056	9	11539	21556.773	4903.8696	831	SLC28A1	ALPK3,SLC28A1,RNU6-339P,RNU6-796P,AC087468.1	RNU6-339P	831	1
15_Peak_3412_lociStitched	chr13	95098271	95161752	15	21430	24344.9635	7700.2453	832	ABCC4	ABCC4	ABCC4	832	1
9_Peak_3658_lociStitched	chr19	4122485	4150596	9	18187	19298.2015	2662.1117	833	RF00017,MAP2K2	CREB3L3,ANKRD24,MAP2K2,SIRT6	RF00017	833	1
3_Peak_2705_lociStitched	chr16	81400447	81415022	3	13387	19408.07	2789.655	834		GAN,MIR4720,AC092139.1,CMIP,AC092139.2	AC092139.1	834	1
3_Peak_7891_lociStitched	chr17	74970860	74994571	3	12026	21268.767	4661.5826	835	HID1-AS1,CDR2L,HID1	OTOP2,OTOP3,MRPL58,RNU6-362P,KCTD2,RN7SL573P,USH1G,HID1,ATP5PD	CDR2L	835	1
1_Peak_1229_lociStitched	chr17	77281413	77290413	1	9001	18664.2	2069.1	836	SEPT9,AC068594.1	SEPT9,AC068594.1,AC068594.2	SEPT9	836	1
4_Peak_963_lociStitched	chr17	17681319	17695762	4	9433	20091.6573	3512.5376	837	RAI1	RF02177,RF02178,SMCR2	RAI1	837	1
8_Peak_76818_lociStitched	chr12	40690944	40728789	8	15505	22585.896	6024.924	838	CNTN1	AC016144.1,CNTN1	CNTN1	838	1
6_Peak_4580_lociStitched	chr5	154189289	154222252	6	14519	22695.0255	6137.7106	839	MFAP3,GALNT10		GALNT10	839	1
7_Peak_50439_lociStitched	chr8	27308838	27342165	7	12685	22242.4398	5688.9189	840	PTK2B,TRIM35	PTK2B,TRIM35	PTK2B	840	1
6_Peak_83580_lociStitched	chr21	43633703	43661046	6	13271	19774.4576	3240.1455	841	RRP1B,HSF2BP	RRP1B,MIR6070	HSF2BP	841	1
4_Peak_65683_lociStitched	chr8	32263334	32289239	4	13862	20996.0025	4471.203	842	NRG1	RNA5SP263	RNA5SP263	842	1
17_Peak_106394_lociStitched	chr8	52093831	52169913	17	21064	26400.454	9921.0928	843	AC021915.2,ST18	AC021915.1,ST18	ST18	843	1
4_Peak_939_lociStitched	chr2	232853244	232878327	4	11651	20818.89	4346.8839	844	GIGYF2,SNORC	GIGYF2,RF00019,NGEF	SNORC	844	1
3_Peak_5408_lociStitched	chr19	41217971	41230037	3	8876	20507.3736	4065.0354	845	AXL,AC011510.1	RPL36P16,CYP2S1,HNRNPUL1,RN7SL718P	AC011510.1	845	1
Peak_10461	chr6	71399614	71415786	1	16173	18376.2436	1937.4056	846	AL136164.2,LINC00472,MIR30A	LINC01626,AL136164.4,MIR30C2,AL136164.3,LINC00472	MIR30A	846	1
Peak_1895	chr10	4938324	4950746	1	12423	18731.1338	2298.07	847		AKR1C1,AL391427.1,AKR1C6P,RF00096	RF00096	847	1
13_Peak_94213_lociStitched	chr4	78529463	78570921	13	21749	20981.8938	4585.2548	848	FRAS1,ANXA3	ANXA3	ANXA3	848	1
11_Peak_50001_lociStitched	chr15	23456897	23490352	11	17054	21769.1685	5376.2185	849		AC100756.2,GOLGA6L2	GOLGA6L2	849	1
16_Peak_29313_lociStitched	chr21	38258367	38324300	16	27378	23346.8753	6955.9315	850	KCNJ15,LINC01423	AP001434.1,SPATA20P1,LINC01423	KCNJ15	850	1
11_Peak_1105_lociStitched	chr8	47350523	47385362	11	16128	21763.9233	5375.6577	851	SPIDR	SPIDR	SPIDR	851	1
Peak_563	chr10	3847528	3859793	1	12266	18153.4265	1767.3865	852		AL513303.2	AL513303.2	852	1
6_Peak_23543_lociStitched	chr20	9050756	9077725	6	12074	21750.4985	5369.5279	853	PLCB4		PLCB4	853	1
3_Peak_23013_lociStitched	chr10	34521731	34540834	3	13490	20482.2366	4103.3244	854	PARD3	ELOBP4	ELOBP4	854	1
6_Peak_49339_lociStitched	chr7	95247100	95273226	6	9996	20584.6754	4214.1238	855	PPP1R9A	AC002429.2,PON1	PON1	855	1
9_Peak_45797_lociStitched	chr12	117121356	117152072	9	19329	21605.6344	5249.3644	856	TESC-AS1,FBXO21	TESC,FBXO21	FBXO21	856	1
2_Peak_46768_lociStitched	chr8	70651529	70669224	2	8648	19020.3555	2679.023	857	LACTB2-AS1,LACTB2,RN7SL19P	LACTB2-AS1,XKR9,AC015687.1,TRAM1,LACTB2	RN7SL19P	857	1
2_Peak_41211_lociStitched	chr11	102108734	102122474	2	13587	18120.312	1805.436	858	AP001527.1,YAP1,AP001527.2	CFAP300,YAP1	YAP1	858	1
Peak_1282	chr12	52868644	52880647	1	12004	18884.3199	2580.645	859		AC107016.1,RPL7P41,KRT79,KRT78,KRT8	RPL7P41	859	1
7_Peak_47440_lociStitched	chr12	12429219	12454662	7	22146	20667.3489	4366.0188	860	BORCS5,AC007619.2	AC007619.1	AC007619.2	860	1
7_Peak_36829_lociStitched	chr7	101934013	101953753	7	17980	19074.762	2789.262	861	CUX1	CUX1,AC005072.1	CUX1	861	1
Peak_54	chr7	101096085	101105924	1	9840	18296.6044	2016.0111	862	TRIM56	MUC17,RN7SKP54,TRIM56,SERPINE1,AP1S1	TRIM56	862	1
6_Peak_72909_lociStitched	chr2	67558481	67574909	6	15429	19197.7608	2929.1124	863	AC007422.1,AC007422.2		AC007422.1	863	1
Peak_973	chr17	40310752	40319401	1	8650	18790.8174	2541.9411	864	RARA	WIPF2,CDC6,RARA,AC080112.1,PPIAP54,RARA-AS1,AC080112.3,GJD3	RARA	864	1
Peak_2084	chr7	47781720	47789915	1	8196	18111.7695	1866.0015	865	PKD1L1	LINC00525,C7orf69,PKD1L1	C7orf69	865	1
11_Peak_83000_lociStitched	chr17	48236312	48267407	11	16731	22814.4015	6570.3735	866	SKAP1	THRA1/BTR,RNU6-1152P	THRA1/BTR	866	1
8_Peak_54273_lociStitched	chr7	130982341	131017035	8	17397	21787.832	5547.5706	867	AC016831.6,LINC-PINT	AC058791.1,LINC-PINT,RNU6-1010P	LINC-PINT	867	1
6_Peak_305_lociStitched	chr7	158428077	158446650	6	11747	18272.1174	2035.6008	868	PTPRN2		MIR595	868	1
4_Peak_32082_lociStitched	chr1	167922216	167938476	4	9984	19172.166	2938.182	869	DCAF6,MPC2	DCAF6,ADCY10	DCAF6	869	1
8_Peak_35242_lociStitched	chr17	40895404	40923433	8	12842	21772.9272	5566.5594	870	AC004231.1,KRT23	AC004231.3,KRT12,KRT20,KRT23,KRT39	AC004231.1	870	1
3_Peak_44911_lociStitched	chr20	10664932	10677119	3	8406	19513.8244	3324.6136	871	AL050403.2,JAG1	JAG1,MIR6870	AL050403.2	871	1
7_Peak_54240_lociStitched	chr17	45367246	45386978	7	10574	20864.6168	4682.4036	872	AC003070.2	AC003070.1,AC003070.7,ARHGAP27	AC003070.2	872	1
8_Peak_47084_lociStitched	chr18	8327103	8346578	8	14488	18403.875	2227.94	873	PTPRM	PTPRM,AP001094.3	AP001094.3	873	1
7_Peak_12685_lociStitched	chr19	45567571	45615315	7	13641	24425.8304	8254.9376	874	OPA3,GPR4,EML2	VASP,EML2-AS1,RN7SL836P,EML2,MIR330	OPA3	874	1
4_Peak_28197_lociStitched	chr4	169246439	169283625	4	17209	20827.8786	4666.843	875	SH3RF1	AC096741.1	SH3RF1	875	1
9_Peak_19760_lociStitched	chr5	150624492	150657355	9	16661	22011.6374	5856.1866	876	SYNPO	MYOZ3,AC011383.1,AC008453.1,RBM22	SYNPO	876	1
1_Peak_625_lociStitched	chr12	53047432	53054515	1	7084	17590.6305	1436.4324	877	TNS2,AC068888.1	EIF4B,AC068888.2,MIR6757,TNS2,IGFBP6,SOAT2,AC068888.1,SPRYD3	TNS2	877	1
5_Peak_42964_lociStitched	chr2	201146320	201158789	5	10985	18273.3195	2123.4707	878	CFLAR,CFLAR-AS1	RF00017,AC007272.1,CFLAR,RNU7-45P,AC007283.1,CASP10,RPL17P10,IMPDH1P10,CFLAR-AS1,AC007283.2	CFLAR-AS1	878	1
2_Peak_14318_lociStitched	chr3	127734790	127751728	2	16486	18501.3774	2367.9324	879	MGLL	MGLL	MGLL	879	1
4_Peak_16465_lociStitched	chr7	100539200	100560638	4	10284	19412.109	3282.1578	880	AGFG2	NYAP1,AC069281.1,IRS3P,FBXO24,PCOLCE,RN7SL416P,SAP25,LRCH4,AC069281.2,PCOLCE-AS1	AGFG2	880	1
12_Peak_28576_lociStitched	chr16	75233596	75274397	12	16131	21228.7603	5104.2051	881	BCAR1,AC009078.3	CTRB1,AC009078.2,AC009078.1,CTRB2,RNU6-758P,CFDP1	BCAR1	881	1
9_Peak_5008_lociStitched	chr3	23944332	23969965	9	14822	19788.676	3683.4621	882	NR1D2,NKIRAS1	RPL15,NKIRAS1	NR1D2	882	1
6_Peak_32717_lociStitched	chr1	186482632	186513242	6	20274	20931.118	4827.197	883		AL596220.1,AL096803.3,PDC	AL096803.3	883	1
5_Peak_34915_lociStitched	chr2	189253183	189288899	5	14169	21586.7504	5485.9776	884		COL5A2,KRT18P19	KRT18P19	884	1
7_Peak_36972_lociStitched	chr8	124253787	124274474	7	12608	20215.3364	4114.6443	885	RNU6-756P,AC090192.2	AC090192.1,AC090921.1	RNU6-756P	885	1
2_Peak_7057_lociStitched	chr16	57186308	57197982	2	10187	17998.9732	1909.8664	886	RSPRY1	AC009090.5,CPNE2,AC009090.6,RSPRY1,ARL2BP,AC009090.1,AC009090.4,FAM192A,AC009090.3	RSPRY1	886	1
3_Peak_423_lociStitched	chr1	225649781	225662258	3	10445	18278.805	2190.9612	887	ENAH	AC099066.2	ENAH	887	1
6_Peak_31704_lociStitched	chr2	9535247	9566516	6	10815	21882.0462	5797.2726	888	AC073195.1,ADAM17	IAH1,AC080162.1,RF00019,ADAM17	ADAM17	888	1
7_Peak_65390_lociStitched	chr2	100880994	100905806	7	15369	20797.4184	4721.7236	889	NPAS2	NPAS2	NPAS2	889	1
7_Peak_50827_lociStitched	chr5	67234906	67271202	7	19313	19792.2088	3756.636	890	AC010420.1	CD180	AC010420.1	890	1
4_Peak_68270_lociStitched	chr11	9563830	9577184	4	12859	18579.4202	2566.6388	891	WEE1	ZNF143,WEE1,RF01210,RPL23AP65	WEE1	891	1
13_Peak_19946_lociStitched	chr14	64628051	64682713	13	19768	24608.8324	8603.7988	892		PPP1R36,PLEKHG3,AL049869.2,AL049869.1	PLEKHG3	892	1
6_Peak_2031_lociStitched	chr10	121926176	121944586	6	16121	19711.587	3707.774	893	ATE1-AS1,ATE1	ATE1-AS1,AL731566.2,AL731566.1,TACC2,ATE1,RF02219,NSMCE4A	ATE1	893	1
4_Peak_482_lociStitched	chr19	38847660	38865511	4	7335	20855.3233	4851.9018	894	HNRNPL	AC104534.1,AC011455.1,NFKBIB,LGALS4,ECH1,HNRNPL,AC008982.1,AC008982.2,RINL,SIRT2,CCER2	HNRNPL	894	1
Peak_240	chr16	81579928	81589751	1	9824	18155.8509	2164.0069	895	CMIP	MIR7854,CMIP,MIR6504,AC092135.1,AC092135.3,AC092135.2	CMIP	895	1
10_Peak_19528_lociStitched	chr17	79987468	80020317	10	12722	22012.1149	6031.0764	896	TBC1D16,AC116025.2	AC100791.3,AC116025.1,CCDC40,TBC1D16	TBC1D16	896	1
6_Peak_40036_lociStitched	chr3	127788689	127824312	6	20598	19963.1292	3982.6514	897	MGLL	MGLL	MGLL	897	1
Peak_1204	chr2	113236469	113248673	1	12205	18543.978	2567.7216	898	PAX8-AS1,PAX8	PSD4,PAX8-AS1,PAX8	PAX8	898	1
Peak_937	chr16	87845586	87860272	1	14687	18382.4662	2446.6876	899	SLC7A5	AC126696.2,AC133539.2,AC126696.1,MIR6775,SLC7A5,CA5A,AC133539.1	SLC7A5	899	1
4_Peak_1036_lociStitched	chr2	20050074	20074717	4	12205	21067.3007	5135.6012	900	AC098828.2,LAPTM4A,AC098828.3	MATN3,LAPTM4A	AC098828.2	900	1
12_Peak_18855_lociStitched	chr1	160101222	160133904	12	21291	19922.9472	3997.0086	901	ATP1A2	AL121987.1,KCNJ9,ATP1A2,ATP1A4,KCNJ10,IGSF8	ATP1A2	901	1
7_Peak_7662_lociStitched	chr1	157992821	158023306	7	14376	20906.613	4987.346	902	KIRREL1	KIRREL1-IT1	KIRREL1	902	1
13_Peak_75749_lociStitched	chr2	150464647	150497410	13	19243	21610.4748	5694.2094	903	RND3		RND3	903	1
9_Peak_22120_lociStitched	chr17	80474846	80514480	9	22347	22309.9786	6404.8544	904	NPTX1	ENDOV,AC120024.2,AC120024.3,RPL32P31,RPTOR,AC120024.1,AC120024.4,NPTX1	NPTX1	904	1
3_Peak_39569_lociStitched	chr11	28831455	28842198	3	9384	17864.5347	1996.0494	905	AC090833.1		AC090833.1	905	1
7_Peak_24409_lociStitched	chr3	43851083	43879409	7	17706	19819.7022	3971.3052	906			AC006055.1	906	1
4_Peak_25029_lociStitched	chr3	67634629	67655617	4	13161	18333.018	2484.9792	907	SUCLG2-AS1,SUCLG2	SUCLG2-AS1	SUCLG2	907	1
5_Peak_73134_lociStitched	chr17	57364680	57379863	5	13162	19604.2896	3759.3108	908	MSI2	MSI2	MSI2	908	1
4_Peak_2336_lociStitched	chr2	8676846	8693936	4	9544	19785.093	3940.954	909	ID2,ID2-AS1	ID2-AS1,KIDINS220	ID2	909	1
4_Peak_5473_lociStitched	chr15	69298104	69311482	4	9723	18806.7924	3004.6988	910	PAQR5,AC026992.2	GLCE,AC026992.1,PAQR5,AC026992.2	PAQR5	910	1
7_Peak_3196_lociStitched	chr10	25057460	25086898	7	16452	19870.65	4071.2754	911	AL512598.2,ENKUR	THNSL1,LINC01516,ENKUR	ENKUR	911	1
10_Peak_51972_lociStitched	chr2	234166983	234212746	10	14954	23137.7728	7363.2667	912		AC122134.1	AC122134.1	912	1
10_Peak_49936_lociStitched	chr12	124826773	124876321	10	13675	24080.328	8314.1544	913	SCARB1	RNU6-927P,MIR5188,SCARB1,UBC	SCARB1	913	1
8_Peak_32064_lociStitched	chr15	49831138	49866809	8	15882	22272.9724	6542.0614	914	ATP8B4	AC025040.2,AC025040.1,ATP8B4	ATP8B4	914	1
Peak_473	chr7	116520682	116528715	1	8034	17385.8219	1660.4211	915	CAV1	CAV2,AC002066.1,AC006159.1,AC006159.2,LINC01510	CAV1	915	1
9_Peak_8367_lociStitched	chr11	11975595	11999278	9	17693	19704.256	3981.1123	916	DKK3	USP47,LINC02547,DKK3	DKK3	916	1
8_Peak_47473_lociStitched	chr17	74177515	74205620	8	15799	19797.162	4080.846	917	RPL38	TTYH2,LINC02074,MGC16275	RPL38	917	1
4_Peak_108983_lociStitched	chr12	112828675	112847617	4	12649	19218.5532	3517.5294	918	RPH3A	RPH3A	RPH3A	918	1
7_Peak_109335_lociStitched	chr7	102119860	102137168	7	15747	18928.0288	3233.1344	919	CUX1	CUX1,AC005086.1,AC005086.4,AC005086.3	CUX1	919	1
6_Peak_107541_lociStitched	chr11	103602018	103634791	6	17669	19345.9019	3670.576	920			DYNC2H1	920	1
10_Peak_24970_lociStitched	chr12	95623838	95655892	10	17742	21408.8666	5740.8714	921	PGAM1P5	RF00019,PGAM1P5,NTN4	PGAM1P5	921	1
12_Peak_45447_lociStitched	chr4	122743541	122799281	12	19397	21983.856	6332.064	922	BBS12	BBS12,FGF2,AC021205.1,CETN4P,AC021205.2	BBS12	922	1
9_Peak_73540_lociStitched	chr4	40299287	40336159	9	20504	19272.9944	3624.5176	923	LINC02265,CHRNA9	AC095057.2,CHRNA9,RNU7-74P	LINC02265	923	1
2_Peak_56088_lociStitched	chr14	51000870	51009235	2	8027	17137.3755	1499.008	924	TRIM9	AL358334.2,TRIM9	TRIM9	924	1
Peak_410	chr17	59809711	59818543	1	8833	17221.5168	1595.0592	925	VMP1	AC040904.1,VMP1,MIR21,RNU6-450P	VMP1	925	1
6_Peak_33864_lociStitched	chr3	12176125	12199307	6	15525	19491.4256	3869.0758	926	SYN2	SYN2,TIMP4,MTCO1P5	MTCO1P5	926	1
16_Peak_35388_lociStitched	chr16	53732263	53782006	16	21562	22533.579	6924.2256	927	FTO	FTO,RPGRIP1L	FTO	927	1
6_Peak_50506_lociStitched	chr20	11195176	11231220	6	15161	22768.9948	7165.5472	928		AL049649.1	AL049649.1	928	1
13_Peak_52182_lociStitched	chr4	101187427	101232117	13	20843	20718.284	5117.005	929	PPP3CA	PPP3CA,MIR8066	PPP3CA	929	1
16_Peak_29014_lociStitched	chr7	155803738	155867831	16	15040	24047.6936	8447.4574	930	SHH	RBM33	SHH	930	1
Peak_2758	chr10	32997385	33008009	1	10625	17898.2528	2312.8448	931	ITGB1-DT,ITGB1	ITGB1,MTND4LP11,RN7SL847P,AL365203.1	ITGB1	931	1
8_Peak_43410_lociStitched	chr10	103887453	103919454	8	16496	21130.2603	5590.5747	932	STN1	SLK,SH3PXD2A,AL133355.1	STN1	932	1
7_Peak_16695_lociStitched	chr4	94640855	94671744	7	19328	20090.2056	4553.0386	933	PDLIM5	AC108067.1	AC108067.1	933	1
5_Peak_42238_lociStitched	chr14	92500401	92515625	5	13322	18191.1576	2656.588	934	SLC24A4,RIN3	SLC24A4,RIN3	RIN3	934	1
4_Peak_8303_lociStitched	chr5	10549553	10566634	4	13586	18850.5916	3346.1679	935	AC112200.1,ANKRD33B	AC112200.2,LINC02212,LINC02213	AC112200.1	935	1
12_Peak_27840_lociStitched	chr5	61300930	61334584	12	18794	21555.387	6050.9892	936	ZSWIM6	AC122718.2,AC122718.1,LINC02057	ZSWIM6	936	1
12_Peak_58665_lociStitched	chr9	81526635	81565906	12	17084	22447.3036	6943.1128	937		AL161727.1,TLE1	AL161727.1	937	1
Peak_6638	chr7	130937374	130947180	1	9807	17481.1562	1978.8508	938	AC058791.1,AC016831.6,LINC-PINT	LINC-PINT,AC016831.4	AC058791.1	938	1
8_Peak_69498_lociStitched	chr13	33251597	33286819	8	22747	19107.935	3606.7328	939	STARD13-AS,STARD13	AL138999.2,STARD13,LINC02344,AL138999.1	STARD13-AS	939	1
Peak_709	chr18	3589643	3600595	1	10953	17082.9296	1583.6592	940	DLGAP1-AS1,DLGAP1	AP002472.1,DLGAP1-AS2,RN7SL39P	DLGAP1-AS1	940	1
4_Peak_24301_lociStitched	chr1	50966963	50983704	4	16506	17204.7257	1714.2784	941	CDKN2C	FAF1	CDKN2C	941	1
Peak_14	chr17	45169395	45174708	1	5314	17248.6545	1759.6656	942	HEXIM2,AC138150.2	ACBD4,HEXIM1,HEXIM2,FMNL1,PLCD3,AC142472.1,AC138150.1,AC008105.3	AC138150.2	942	1
8_Peak_32597_lociStitched	chr4	141555478	141576915	8	18099	17676.9502	2199.4362	943	LINC02276		LINC02276	943	1
3_Peak_89574_lociStitched	chr12	13881634	13899658	3	15723	18355.6416	2882.0376	944	GRIN2B		GRIN2B	944	1
14_Peak_26326_lociStitched	chr2	150585167	150622983	14	19334	21339.5688	5884.1696	945	AC104777.1,AC104777.2	AC104777.3,AC104777.1,RND3,LINC01920	AC104777.1	945	1
Peak_2080	chr14	22975671	22983897	1	8227	16948.8504	1494.6642	946	AL132780.2,AL132780.3,AJUBA	AL132780.1,PRMT5,HAUS4,MIR4707,AJUBA,C14orf93,AL132780.4	AJUBA	946	1
4_Peak_87308_lociStitched	chr4	128343505	128359820	4	13532	17752.3515	2315.0985	947	AC108062.1		AC108062.1	947	1
4_Peak_54928_lociStitched	chr3	105355849	105370930	4	13071	17503.0086	2076.6537	948	ALCAM		ALCAM	948	1
4_Peak_5810_lociStitched	chr18	7565668	7580129	4	13602	17267.8801	1848.1158	949	PTPRM		PTPRM	949	1
7_Peak_38984_lociStitched	chr20	3117686	3133845	7	11803	18810.6919	3404.7013	950	UBOX5-AS1,UBOX5	OXT,RN7SL555P,UBOX5-AS1,AVP,FASTKD5,LZTS3	UBOX5-AS1	950	1
3_Peak_82452_lociStitched	chr5	124650000	124664651	3	13894	18347.4473	2943.3859	951	ZNF608	AC112196.1,ZNF608	ZNF608	951	1
2_Peak_1180_lociStitched	chr5	149548942	149565817	2	10789	18311.0625	2909.25	952	ARHGEF37,CSNK1A1	ARHGEF37,AC021078.1,CSNK1A1,RPL29P14,RNU6-588P	ARHGEF37	952	1
8_Peak_84670_lociStitched	chr5	61596258	61626884	8	18835	20684.8004	5322.7988	953		C5orf64,RNU6-913P	C5orf64	953	1
Peak_868	chr17	40494665	40503918	1	9254	17586.2518	2260.5079	954	TNS4	AC004585.1,AC018629.1,TNS4	TNS4	954	1
6_Peak_28047_lociStitched	chr14	98899677	98926907	6	16789	18478.278	3153.234	955	AL132796.3,AL132796.2	AL162151.2,RPL3P4	AL132796.3	955	1
4_Peak_13312_lociStitched	chr1	180584676	180602434	4	13241	18661.8822	3338.504	956		OVAAL,XPR1	OVAAL	956	1
10_Peak_2672_lociStitched	chr2	173074519	173111272	10	14677	21467.4273	6152.4522	957	MAP3K20	RAPGEF4,MAP3K20	MAP3K20	957	1
4_Peak_43680_lociStitched	chr5	92548993	92563562	4	13491	17656.1711	2344.1521	958	AC124854.1		AC124854.1	958	1
3_Peak_14820_lociStitched	chr7	116613308	116635317	3	13063	19189.6471	3893.3921	959	LINC01510	MET,AC006159.2,LINC01510	LINC01510	959	1
4_Peak_68497_lociStitched	chr19	46783056	46796587	4	6174	18680.8986	3427.4023	960	AC008622.2,SLC1A5	RF00019,FKRP,AC008622.3,HNRNPMP2,STRN4,AC008622.1,AP2S1	SLC1A5	960	1
2_Peak_6164_lociStitched	chr2	226790542	226802169	2	10005	17240.5156	2004.4948	961	AC010735.2,IRS1	AC010735.1,RHBDD1	IRS1	961	1
5_Peak_5748_lociStitched	chr10	132308118	132331911	5	11566	18703.6773	3469.0194	962	STK32C	LRRC27,STK32C	STK32C	962	1
7_Peak_108_lociStitched	chr17	2392862	2408114	7	10370	18215.4636	2983.2912	963	MNT,METTL16	SGSM2,AC006435.1,AC006435.3,AC006435.2,MNT,METTL16,AC006435.4	MNT	963	1
Peak_4749	chr12	52240995	52250465	1	9471	17631.246	2405.38	964	KRT7,KRT86,KRT7-AS,KRT87P	LINC00592,KRT7,AC021066.2,KRT86,AC021066.3,KRT80,C12orf80,METTL7AP1,KRT87P,AC021066.1,KRT81	KRT7	964	1
14_Peak_33114_lociStitched	chr6	106721224	106752295	14	24279	18971.9526	3759.591	965	LINC02532,RNU6-117P	LINC02526,MIR587,LINC02532	RNU6-117P	965	1
1_Peak_1381_lociStitched	chr12	12212887	12224175	1	11289	17596.8632	2391.9272	966	LRP6	RNU6-545P,AC007621.1,LRP6	RNU6-545P	966	1
Peak_2145	chr12	12716012	12726919	1	10908	17145.804	1973.0763	967	CDKN1B,AC008115.3,APOLD1,AC008115.1	AC008115.2,MIR613,GPR19,STX8P1	AC008115.3	967	1
4_Peak_13322_lociStitched	chr1	66330743	66355233	4	19889	18504.644	3337.987	968	PDE4B	PDE4B	PDE4B	968	1
14_Peak_35958_lociStitched	chr14	70026922	70076272	14	20463	21541.275	6390.825	969	SMOC1,SLC8A3	SMOC1	SLC8A3	969	1
Peak_1433	chr1	234609952	234617431	1	7480	16626.5649	1479.3462	970		AL161640.1,RF00096,AL160408.2,LINC00184,AL160408.5,AL160408.1,AL160408.4,IRF2BP2	IRF2BP2	970	1
Peak_1588	chr5	172765645	172771149	1	5505	16416.7808	1275.8272	971	AC022217.3,DUSP1	AC022217.2,AC022217.3,AC110011.1,AC022217.1,RF00019,AC022217.4	DUSP1	971	1
2_Peak_19604_lociStitched	chr10	57691483	57708056	2	15455	17931.986	2794.2078	972			AL731534.1	972	1
7_Peak_270_lociStitched	chr19	45423059	45456902	7	9583	21984.4128	6866.7447	973	MIR6088,ERCC1	CD3EAP,FOSB,PPM1N,VASP,PPP1R13L,ERCC1,RTN2	MIR6088	973	1
Peak_2392	chr19	14502104	14514021	1	11918	16699.2921	1599.2614	974		AC008569.2,PKN1,SNRPGP15,TECR,MIR639,PTGER1,GIPC1,DNAJB1	TECR	974	1
4_Peak_852_lociStitched	chr17	1107764	1123551	4	7838	17567.7736	2472.2442	975	ABR	AC016292.2,ABR,RF00017	ABR	975	1
4_Peak_43684_lociStitched	chr1	172959383	172981344	4	15941	18675.6344	3603.8001	976	AL031599.1		Z97198.1	976	1
6_Peak_21236_lociStitched	chr11	12158896	12184940	6	17382	20035.6492	4969.1952	977	MICAL2,MIR6124	MICAL2	MIR6124	977	1
Peak_426	chr1	8873848	8886700	1	12853	16711.4556	1645.056	978	ENO1-AS1,ENO1,RNU6-304P	RPL23AP19,HMGN2P17,AL139415.2,MIR6728,ENO1,AL139415.1	ENO1	978	1
Peak_337	chr8	127805462	127813056	1	7595	17159.4024	2133.1546	979	PVT1	RF02164,MIR1204,PVT1	PVT1	979	1
Peak_256	chr15	92806870	92813003	1	6134	17025.208	2004.2644	980	AC106028.4,FAM174B,AC106028.2	AC106028.1,ASB9P1,AC106028.5,AC106028.3,FAM174B	FAM174B	980	1
Peak_629	chr8	143934103	143942085	1	7983	16533.1166	1530.9476	981	PLEC	GRINA,MIR661,PARP10	PLEC	981	1
17_Peak_22672_lociStitched	chr20	50625596	50680616	17	18839	22431.654	7433.202	982	AL353653.1,RIPOR3	MIR645,RPL36P2,AL133230.1,RIPOR3,MIR1302-5	AL353653.1	982	1
4_Peak_17177_lociStitched	chr2	43073244	43092987	4	12909	18747.9528	3759.0672	983	RNU6-242P	LINC01819,LINC02590,LINC02580	RNU6-242P	983	1
3_Peak_68643_lociStitched	chr1	152029019	152051715	3	10283	18656.112	3667.6736	984	AL450992.1,S100A11	NBPF18P,SPTLC1P4,S100A10,AL591893.1,TCHHL1	S100A11	984	1
5_Peak_3843_lociStitched	chr8	94433983	94448426	5	13098	17403.815	2417.7582	985	RAD54B,FSBP	RAD54B,FSBP,AC023632.6,VIRMA	FSBP	985	1
Peak_252	chr17	4946276	4951925	1	5650	16625.5719	1657.4166	986	ENO3,PFN1	C17orf107,GP1BA,RNF167,ENO3,AC004771.4,AC004771.2,AC004771.5,AC004771.3,KIF1C,CHRNE,SLC25A11,SPAG7,CAMTA2,MIR6864,MIR6865,INCA1	PFN1	986	1
13_Peak_49522_lociStitched	chr5	96294242	96351627	13	21568	22753.1525	7792.883	987	AC104123.1	AC099509.2	AC099509.2	987	1
6_Peak_44655_lociStitched	chr3	146148384	146168671	6	12801	18572.7485	3615.1434	988	PLOD2		PLOD2	988	1
14_Peak_34165_lociStitched	chr5	1512431	1568948	14	17991	21595.1457	6640.7475	989	LPCAT1,AC091849.2	AC026412.3,AC091849.1,AC026412.2,LPCAT1,MIR6075,SDHAP3	AC091849.2	989	1
4_Peak_73521_lociStitched	chr3	58039709	58072181	4	16638	19265.6376	4315.5288	990	FLNB	FLNB	FLNB	990	1
Peak_976	chr5	149934846	149947155	1	12310	17025.8088	2102.3772	991	PDE6A,RF00019	SLC26A2,AC008427.1	RF00019	991	1
